#{"t_start": 1743034456.1590307, "env_id": "PandaReach-v3"}
r,l,t
-2.0,3,-18698.98454
-7.0,8,-18698.972223
-2.0,3,-18698.968246
-3.0,4,-18698.964149
-3.0,4,-18698.959161
-12.0,13,-18698.941649
-1.0,2,-18698.935988
-5.0,6,-18698.930215
-2.0,3,-18698.926856
-3.0,4,-18698.922813
-1.0,2,-18698.919201
-3.0,4,-18698.915143
-4.0,5,-18698.906785
-2.0,3,-18698.901218
-4.0,5,-18698.891608
-2.0,3,-18698.88366
0.0,1,-18698.882286
-2.0,3,-18698.878886
-2.0,3,-18698.87497
-2.0,3,-18698.867236
0.0,1,-18698.860669
-3.0,4,-18698.855903
-2.0,3,-18698.850577
0.0,1,-18698.84422
-6.0,7,-18698.833467
-2.0,3,-18698.824707
-3.0,4,-18698.814238
-4.0,5,-18698.806692
-5.0,6,-18698.798848
-1.0,2,-18698.793564
-3.0,4,-18698.78933
-5.0,6,-18698.781364
-1.0,2,-18698.77692
-2.0,3,-18698.774103
-2.0,3,-18698.76781
-2.0,3,-18698.764313
-2.0,3,-18698.759877
-2.0,3,-18698.756557
-1.0,2,-18698.752066
-8.0,9,-18698.742067
0.0,1,-18698.735259
-2.0,3,-18698.731308
-3.0,4,-18698.723974
-7.0,8,-18698.711149
-1.0,2,-18698.70154
-5.0,6,-18698.695857
-2.0,3,-18698.683731
-2.0,3,-18698.680775
-1.0,2,-18698.676956
-1.0,2,-18698.675002
-4.0,5,-18698.665889
-3.0,4,-18698.658168
-1.0,2,-18698.651692
-3.0,4,-18698.647772
-2.0,3,-18698.642421
-5.0,6,-18698.636846
-1.0,2,-18698.626738
-10.0,11,-18698.616465
-3.0,4,-18698.60762
-3.0,4,-18698.599856
-1.0,2,-18698.59332
0.0,1,-18698.59195
-5.0,6,-18698.586412
-1.0,2,-18698.575984
-2.0,3,-18698.573318
0.0,1,-18698.569088
-4.0,5,-18698.564529
-3.0,4,-18698.558605
-1.0,2,-18698.556741
-2.0,3,-18698.553997
-3.0,4,-18698.550343
-2.0,3,-18698.542213
-2.0,3,-18698.53931
-6.0,7,-18698.530097
-3.0,4,-18698.525057
-1.0,2,-18698.518101
-2.0,3,-18698.515309
-5.0,6,-18698.506134
-3.0,4,-18698.500112
-2.0,3,-18698.492439
-5.0,6,-18698.486591
-3.0,4,-18698.474087
-3.0,4,-18698.466386
0.0,1,-18698.46031
-3.0,4,-18698.456653
-3.0,4,-18698.449975
-2.0,3,-18698.442288
-3.0,4,-18698.438386
-3.0,4,-18698.433206
-3.0,4,-18698.424419
-7.0,8,-18698.411907
-1.0,2,-18698.409085
-1.0,2,-18698.407038
-4.0,5,-18698.397264
0.0,1,-18698.392958
-2.0,3,-18698.39011
-2.0,3,-18698.382537
-3.0,4,-18698.378677
-2.0,3,-18698.374655
-3.0,4,-18698.371157
-2.0,3,-18698.366509
-4.0,5,-18698.36202
-4.0,5,-18698.357608
-4.0,5,-18698.348548
-3.0,4,-18698.341211
-2.0,3,-18698.333557
-3.0,4,-18698.329844
-2.0,3,-18698.325395
-1.0,2,-18698.323498
-2.0,3,-18698.316997
-2.0,3,-18698.314136
-1.0,2,-18698.309621
-4.0,5,-18697.716797
-2.0,3,-18697.70477
-2.0,3,-18697.696405
-6.0,7,-18697.683152
-3.0,4,-18697.672554
-3.0,4,-18697.664412
-2.0,3,-18697.657338
-2.0,3,-18697.654559
-1.0,2,-18697.649617
-2.0,3,-18697.646793
-3.0,4,-18697.639072
-3.0,4,-18697.631169
-2.0,3,-18697.623298
-1.0,2,-18697.621341
-2.0,3,-18697.615553
0.0,1,-18697.614463
-4.0,5,-18697.605052
-3.0,4,-18697.597585
-5.0,6,-18697.591692
-2.0,3,-18697.588663
-8.0,9,-18697.575956
-2.0,3,-18697.564898
-8.0,9,-18697.555873
-2.0,3,-18697.548346
-2.0,3,-18697.545378
-3.0,4,-18697.53932
-3.0,4,-18697.530622
-3.0,4,-18697.522369
-2.0,3,-18697.515006
-1.0,2,-18697.513104
0.0,1,-18697.508152
-2.0,3,-18697.505317
-1.0,2,-18697.498866
-1.0,2,-18697.496569
-2.0,3,-18697.490093
-1.0,2,-18697.488107
0.0,1,-18697.483383
-3.0,4,-18697.479106
-7.0,8,-18697.468437
-2.0,3,-18697.456281
-5.0,6,-18697.450387
0.0,1,-18697.441492
-3.0,4,-18697.437666
-4.0,5,-18697.429966
-2.0,3,-18697.423583
-5.0,6,-18697.418201
-6.0,7,-18697.4056
-2.0,3,-18697.395209
-4.0,5,-18697.385186
-2.0,3,-18697.379819
-1.0,2,-18697.372937
-3.0,4,-18697.368718
-1.0,2,-18697.365769
-3.0,4,-18697.361847
-2.0,3,-18697.356135
0.0,1,-18697.354943
0.0,1,-18697.349277
-4.0,5,-18697.343391
-2.0,3,-18697.34008
-2.0,3,-18697.337089
-2.0,3,-18697.331192
-7.0,8,-18697.32384
-4.0,5,-18697.312821
-3.0,4,-18697.30559
-2.0,3,-18697.297949
-1.0,2,-18697.295889
-2.0,3,-18697.289546
-1.0,2,-18697.287571
0.0,1,-18697.282467
-3.0,4,-18697.278785
-2.0,3,-18697.272403
-2.0,3,-18697.269671
-3.0,4,-18697.262793
-3.0,4,-18697.255961
-1.0,2,-18697.248466
-1.0,2,-18697.246505
-2.0,3,-18697.240474
-3.0,4,-18697.230639
-3.0,4,-18697.221242
-2.0,3,-18697.213754
-6.0,7,-18697.207591
-1.0,2,-18697.198245
-3.0,4,-18697.194641
-3.0,4,-18697.189719
-1.0,2,-18697.182428
-4.0,5,-18697.177937
-2.0,3,-18697.173514
-2.0,3,-18697.170626
-2.0,3,-18697.165011
-1.0,2,-18697.163076
-1.0,2,-18697.157091
-1.0,2,-18697.155048
-2.0,3,-18697.147786
-5.0,6,-18697.141945
0.0,1,-18697.133126
-3.0,4,-18697.129017
-2.0,3,-18697.122075
-1.0,2,-18697.120008
-2.0,3,-18697.114024
-3.0,4,-18697.109849
-2.0,3,-18697.105651
-2.0,3,-18697.102663
-4.0,5,-18697.094936
-2.0,3,-18697.088379
-2.0,3,-18697.085378
-2.0,3,-18697.082525
-1.0,2,-18697.080506
-4.0,5,-18697.076126
-2.0,3,-18697.072626
-2.0,3,-18697.069901
-3.0,4,-18697.062807
0.0,1,-18697.056753
-2.0,3,-18697.053892
-3.0,4,-18697.046308
-3.0,4,-18697.037703
-3.0,4,-18697.029717
-3.0,4,-18697.021149
-2.0,3,-18697.013416
-2.0,3,-18697.010434
-2.0,3,-18697.005602
-1.0,2,-18697.003631
-1.0,2,-18696.997859
-2.0,3,-18696.99502
-1.0,2,-18696.989924
-4.0,5,-18696.985086
-1.0,2,-18696.981783
-3.0,4,-18696.977839
-1.0,2,-18696.973343
0.0,1,-18696.972194
-2.0,3,-18696.969207
-2.0,3,-18696.963407
-3.0,4,-18696.959072
-2.0,3,-18696.955244
-3.0,4,-18696.951491
-4.0,5,-18696.945482
-1.0,2,-18696.939186
-5.0,6,-18696.933398
-1.0,2,-18696.922118
-1.0,2,-18696.919854
-2.0,3,-18696.913346
-3.0,4,-18696.909708
-2.0,3,-18696.905077
-2.0,3,-18696.902192
-4.0,5,-18696.895017
-2.0,3,-18696.888252
-1.0,2,-18696.885788
-3.0,4,-18696.879524
-2.0,3,-18696.871649
-2.0,3,-18696.868734
-2.0,3,-18696.863165
-3.0,4,-18696.859052
-5.0,6,-18696.851916
-3.0,4,-18696.845599
-3.0,4,-18696.837051
-3.0,4,-18696.829413
0.0,1,-18696.823243
-2.0,3,-18696.820185
-3.0,4,-18696.812689
-2.0,3,-18696.8045
-3.0,4,-18696.800948
-3.0,4,-18696.796702
-4.0,5,-18696.792239
-2.0,3,-18696.788328
-6.0,7,-18696.78173
-1.0,2,-18696.772317
-2.0,3,-18696.769267
-2.0,3,-18696.76365
0.0,1,-18696.762527
0.0,1,-18696.757395
-2.0,3,-18696.754232
-1.0,2,-18696.748006
-1.0,2,-18696.746045
-2.0,3,-18696.737936
-2.0,3,-18696.73506
-2.0,3,-18696.730605
-3.0,4,-18696.720266
-2.0,3,-18696.71316
-4.0,5,-18696.70884
-2.0,3,-18696.705233
-3.0,4,-18696.701147
-2.0,3,-18696.696606
-3.0,4,-18696.692733
-2.0,3,-18696.688533
-2.0,3,-18696.685817
-4.0,5,-18696.67826
-3.0,4,-18696.670628
-1.0,2,-18696.664135
-2.0,3,-18696.66092
-2.0,3,-18696.654999
-2.0,3,-18696.652057
-2.0,3,-18696.646797
-2.0,3,-18696.644008
-2.0,3,-18696.637765
-2.0,3,-18696.63486
-1.0,2,-18696.630742
-1.0,2,-18696.628537
-2.0,3,-18696.620905
-2.0,3,-18696.61797
-1.0,2,-18696.613851
-3.0,4,-18696.609885
-3.0,4,-18696.602558
-2.0,3,-18696.594351
-1.0,2,-18696.588099
0.0,1,-18696.58684
-1.0,2,-18696.580152
-1.0,2,-18696.578127
-3.0,4,-18696.570212
-3.0,4,-18696.561677
-2.0,3,-18696.554398
0.0,1,-18696.553137
-9.0,10,-18696.539658
-5.0,6,-18696.526739
-3.0,4,-18696.52029
-7.0,8,-18696.512887
-6.0,7,-18696.506388
-4.0,5,-18696.493941
-2.0,3,-18696.487985
-2.0,3,-18696.485205
-6.0,7,-18696.475731
-2.0,3,-18696.471058
-2.0,3,-18696.468324
-2.0,3,-18696.462674
-3.0,4,-18696.459058
-2.0,3,-18696.45432
-2.0,3,-18696.451486
-3.0,4,-18696.44508
-2.0,3,-18696.4374
-2.0,3,-18696.434668
-3.0,4,-18696.428048
-3.0,4,-18696.419344
0.0,1,-18696.413607
-2.0,3,-18696.410195
-2.0,3,-18696.403545
-2.0,3,-18696.400757
-3.0,4,-18696.394933
-4.0,5,-18696.384966
-2.0,3,-18696.378972
-2.0,3,-18696.375793
-3.0,4,-18696.36936
-2.0,3,-18696.362205
-2.0,3,-18696.359418
-2.0,3,-18696.3541
-3.0,4,-18696.350304
-3.0,4,-18696.344882
-3.0,4,-18696.333093
-2.0,3,-18696.328054
-2.0,3,-18696.324864
-2.0,3,-18696.319738
-3.0,4,-18696.316169
-1.0,2,-18696.313386
-1.0,2,-18696.304368
-3.0,4,-18696.300505
-2.0,3,-18696.295867
-3.0,4,-18696.291933
-1.0,2,-18696.288347
-2.0,3,-18696.285587
-3.0,4,-18696.278112
-5.0,6,-18696.267426
-2.0,3,-18696.26164
-2.0,3,-18696.258667
-4.0,5,-18696.254044
-2.0,3,-18696.251253
-1.0,2,-18696.246086
-2.0,3,-18696.243043
-2.0,3,-18696.23702
-4.0,5,-18696.232597
-4.0,5,-18696.227495
-2.0,3,-18696.220484
-4.0,5,-18696.215647
-3.0,4,-18696.21126
-3.0,4,-18696.202571
-2.0,3,-18696.195423
-1.0,2,-18696.193138
-3.0,4,-18696.186279
-3.0,4,-18696.177667
-2.0,3,-18696.169773
-4.0,5,-18696.165262
-3.0,4,-18696.160465
-4.0,5,-18696.150781
-2.0,3,-18696.144276
-1.0,2,-18696.142334
-3.0,4,-18696.134819
-3.0,4,-18696.12662
0.0,1,-18696.120561
-3.0,4,-18696.116562
-4.0,5,-18696.108915
-2.0,3,-18696.102587
-2.0,3,-18696.09973
-1.0,2,-18696.095173
-2.0,3,-18696.092361
-3.0,4,-18696.08512
-3.0,4,-18696.081521
-3.0,4,-18696.07789
-2.0,3,-18696.074942
-1.0,2,-18696.070141
-2.0,3,-18696.067079
-3.0,4,-18696.059875
-2.0,3,-18696.052237
-1.0,2,-18696.050251
-2.0,3,-18696.044131
-3.0,4,-18696.040588
-2.0,3,-18696.036004
-2.0,3,-18696.033295
-2.0,3,-18696.027202
-2.0,3,-18696.024492
-3.0,4,-18696.01856
-2.0,3,-18696.015463
-2.0,3,-18696.010765
-1.0,2,-18696.00886
-3.0,4,-18696.001666
-3.0,4,-18695.992913
-2.0,3,-18695.985435
-3.0,4,-18695.981639
-2.0,3,-18695.97731
0.0,1,-18695.976099
-2.0,3,-18695.968757
-4.0,5,-18695.963738
-3.0,4,-18695.950897
-3.0,4,-18695.942568
-5.0,6,-18695.93292
-3.0,4,-18695.926282
-2.0,3,-18695.918559
-2.0,3,-18695.915743
-4.0,5,-18695.908641
-4.0,5,-18695.900416
-3.0,4,-18695.89287
-1.0,2,-18695.88622
-1.0,2,-18695.884342
-7.0,8,-18695.87235
-2.0,3,-18695.868915
-1.0,2,-18695.866994
-8.0,9,-18695.854402
-1.0,2,-18695.844207
-5.0,6,-18695.838691
-2.0,3,-18695.835764
-3.0,4,-18695.832285
-2.0,3,-18695.826875
-3.0,4,-18695.823114
-2.0,3,-18695.818741
0.0,1,-18695.817615
-3.0,4,-18695.808899
-2.0,3,-18695.801702
-2.0,3,-18695.798934
-3.0,4,-18695.792859
-3.0,4,-18695.783993
-3.0,4,-18695.775456
-2.0,3,-18695.768334
-5.0,6,-18695.762761
-4.0,5,-18695.749727
-2.0,3,-18695.743553
-2.0,3,-18695.740766
-3.0,4,-18695.7341
-4.0,5,-18695.724658
-1.0,2,-18695.719077
-3.0,4,-18695.715276
0.0,1,-18695.711782
-3.0,4,-18695.707837
-4.0,5,-18695.699858
-3.0,4,-18695.692281
0.0,1,-18695.686358
-1.0,2,-18695.684121
-2.0,3,-18695.681453
-2.0,3,-18695.678489
-4.0,5,-18695.673356
-2.0,3,-18695.667938
-4.0,5,-18695.663544
-4.0,5,-18695.658199
-3.0,4,-18695.651723
-2.0,3,-18695.643881
-1.0,2,-18695.641794
-2.0,3,-18695.635864
-4.0,5,-18695.631151
-3.0,4,-18695.626459
-3.0,4,-18695.618312
-3.0,4,-18695.609918
-2.0,3,-18695.602052
-2.0,3,-18695.599281
-2.0,3,-18695.594384
-2.0,3,-18695.591625
-2.0,3,-18695.585763
-3.0,4,-18695.58216
-6.0,7,-18695.573791
-3.0,4,-18695.568362
-3.0,4,-18695.564808
-2.0,3,-18695.561052
-4.0,5,-18695.556543
-3.0,4,-18695.551426
-2.0,3,-18695.543844
-3.0,4,-18695.540015
-3.0,4,-18695.534806
-2.0,3,-18695.532042
-5.0,6,-18695.526683
-3.0,4,-18695.516657
-1.0,2,-18695.510459
-4.0,5,-18695.50598
-3.0,4,-18695.500104
-2.0,3,-18695.49244
-2.0,3,-18695.489686
-3.0,4,-18695.483744
-2.0,3,-18695.475997
-2.0,3,-18695.473303
-1.0,2,-18695.468594
-1.0,2,-18695.466556
-1.0,2,-18695.460116
-7.0,8,-18695.453186
-3.0,4,-18695.441437
-3.0,4,-18695.433384
-1.0,2,-18695.426677
-2.0,3,-18695.423941
-2.0,3,-18695.417766
-6.0,7,-18695.41179
-3.0,4,-18695.399459
-1.0,2,-18695.39339
-2.0,3,-18695.3905
0.0,1,-18695.385863
-1.0,2,-18695.383889
-2.0,3,-18695.381071
-2.0,3,-18695.375926
-2.0,3,-18695.373205
-6.0,7,-18695.362422
-3.0,4,-18695.349696
-4.0,5,-18695.340247
-3.0,4,-18695.332868
-3.0,4,-18695.324137
-2.0,3,-18695.316741
-2.0,3,-18695.313954
-2.0,3,-18695.308981
-3.0,4,-18695.305221
-5.0,6,-18695.297607
-1.0,2,-18695.292876
-3.0,4,-18695.288719
-2.0,3,-18695.284195
-3.0,4,-18695.280653
-1.0,2,-18695.276689
-2.0,3,-18695.273902
-2.0,3,-18695.267291
-3.0,4,-18695.263584
-2.0,3,-18695.259385
-3.0,4,-18695.255321
-1.0,2,-18695.251498
-6.0,7,-18695.245039
-2.0,3,-18695.233216
-6.0,7,-18695.226578
-2.0,3,-18695.2169
-1.0,2,-18695.214915
-1.0,2,-18695.208571
-2.0,3,-18695.204726
-2.0,3,-18695.200678
-2.0,3,-18695.197915
-2.0,3,-18695.192211
-2.0,3,-18695.189339
-2.0,3,-18695.183881
-3.0,4,-18695.180216
-1.0,2,-18695.176763
-3.0,4,-18695.172975
-3.0,4,-18695.166397
-3.0,4,-18695.157427
-3.0,4,-18695.149416
-1.0,2,-18695.142774
-3.0,4,-18695.139007
-2.0,3,-18695.13384
-2.0,3,-18695.130478
-3.0,4,-18695.123503
-3.0,4,-18695.114058
-1.0,2,-18695.109411
-1.0,2,-18695.107385
-2.0,3,-18695.099843
-3.0,4,-18695.095976
-2.0,3,-18695.09195
-2.0,3,-18695.089126
-1.0,2,-18695.084523
-4.0,5,-18695.07946
-2.0,3,-18695.075531
-1.0,2,-18695.07363
-2.0,3,-18695.066746
-3.0,4,-18695.063089
-4.0,5,-18695.057156
-3.0,4,-18695.049062
-2.0,3,-18695.041438
-3.0,4,-18695.037992
-2.0,3,-18695.033522
-1.0,2,-18695.03158
-4.0,5,-18695.023202
-2.0,3,-18695.016632
-1.0,2,-18695.014638
-3.0,4,-18695.007506
-2.0,3,-18694.99976
-3.0,4,-18694.996225
-5.0,6,-18694.989052
-1.0,2,-18694.984053
-2.0,3,-18694.981248
-3.0,4,-18694.973942
-2.0,3,-18694.966188
-2.0,3,-18694.963288
-4.0,5,-18694.956083
-2.0,3,-18694.949889
-1.0,2,-18694.947594
-2.0,3,-18694.941398
-2.0,3,-18694.938613
-2.0,3,-18694.933256
-2.0,3,-18694.930335
-2.0,3,-18694.924942
-4.0,5,-18694.920234
-2.0,3,-18694.916799
-2.0,3,-18694.914126
-4.0,5,-18694.906384
-3.0,4,-18694.898854
-3.0,4,-18694.890525
-2.0,3,-18694.88274
-1.0,2,-18694.880637
-3.0,4,-18694.873741
-1.0,2,-18694.8672
-3.0,4,-18694.863253
-3.0,4,-18694.857285
-1.0,2,-18694.855049
-2.0,3,-18694.852178
-3.0,4,-18694.848056
-3.0,4,-18694.840143
-2.0,3,-18694.832743
-2.0,3,-18694.829886
-2.0,3,-18694.824059
-1.0,2,-18694.821616
0.0,1,-18694.81784
-1.0,2,-18694.815546
0.0,1,-18694.814205
-4.0,5,-18694.809848
-1.0,2,-18694.807678
-2.0,3,-18694.804876
-1.0,2,-18694.800524
-2.0,3,-18694.797544
-1.0,2,-18694.791983
-4.0,5,-18694.787038
-3.0,4,-18694.781752
-3.0,4,-18694.773532
-3.0,4,-18694.765263
-2.0,3,-18694.757633
0.0,1,-18694.756574
-5.0,6,-18694.746679
-1.0,2,-18694.741774
-1.0,2,-18694.739842
-3.0,4,-18694.731701
-3.0,4,-18694.722743
-4.0,5,-18694.714121
-7.0,8,-18694.703521
-2.0,3,-18694.699363
-7.0,8,-18694.692477
-5.0,6,-18694.680367
-4.0,5,-18694.672137
0.0,1,-18694.667328
0.0,1,-18694.665936
-3.0,4,-18694.662343
0.0,1,-18694.65944
-3.0,4,-18694.65596
-3.0,4,-18694.648649
0.0,1,-18694.642578
-5.0,6,-18694.629244
-2.0,3,-18694.624203
-3.0,4,-18694.620293
-7.0,8,-18694.611436
-2.0,3,-18694.607447
-1.0,2,-18694.605026
-3.0,4,-18694.598018
0.0,1,-18694.591893
-2.0,3,-18694.589004
-1.0,2,-18694.582807
-1.0,2,-18694.580848
-4.0,5,-18694.571902
-1.0,2,-18694.566347
-2.0,3,-18694.563383
-3.0,4,-18694.556437
-3.0,4,-18694.547683
-5.0,6,-18694.537207
-1.0,2,-18694.533113
-2.0,3,-18694.530221
-3.0,4,-18694.522823
-2.0,3,-18694.515233
-1.0,2,-18694.513329
-2.0,3,-18694.507201
-1.0,2,-18694.505076
-2.0,3,-18694.499525
-3.0,4,-18694.490285
-1.0,2,-18694.483718
-3.0,4,-18694.479772
-3.0,4,-18694.473651
-1.0,2,-18694.467005
-5.0,6,-18694.461151
-1.0,2,-18694.449646
-2.0,3,-18694.446825
-3.0,4,-18694.44035
-2.0,3,-18694.432728
-3.0,4,-18694.429015
-1.0,2,-18694.425615
-2.0,3,-18694.422761
-6.0,7,-18694.411912
-2.0,3,-18693.923727
-2.0,3,-18693.913417
0.0,1,-18693.912174
-2.0,3,-18693.909293
-1.0,2,-18693.906797
-3.0,4,-18693.902685
-1.0,2,-18693.897999
-1.0,2,-18693.89571
-2.0,3,-18693.888677
-7.0,8,-18693.881009
-3.0,4,-18693.870861
-1.0,2,-18693.865794
-3.0,4,-18693.861742
-2.0,3,-18693.856647
-2.0,3,-18693.853844
-4.0,5,-18693.846457
-2.0,3,-18693.839838
-1.0,2,-18693.837813
-2.0,3,-18693.831261
-1.0,2,-18693.829318
-2.0,3,-18693.823071
-2.0,3,-18693.820029
-2.0,3,-18693.815248
-4.0,5,-18693.810491
-1.0,2,-18693.807759
-2.0,3,-18693.804915
-3.0,4,-18693.797504
-2.0,3,-18693.789636
-2.0,3,-18693.786826
-3.0,4,-18693.780514
-2.0,3,-18693.77279
-1.0,2,-18693.770857
-7.0,8,-18693.760554
-1.0,2,-18693.757716
0.0,1,-18693.756622
-2.0,3,-18693.753412
-2.0,3,-18693.747515
-4.0,5,-18693.742831
-3.0,4,-18693.739133
-4.0,5,-18693.734542
-4.0,5,-18693.729684
-2.0,3,-18693.722707
-3.0,4,-18693.718781
-1.0,2,-18693.715653
0.0,1,-18693.714362
-2.0,3,-18693.711158
-5.0,6,-18693.703799
-2.0,3,-18693.697732
-3.0,4,-18693.694115
-2.0,3,-18693.689815
-5.0,6,-18693.683926
-2.0,3,-18693.672771
-2.0,3,-18693.669983
-1.0,2,-18693.665732
-3.0,4,-18693.661973
0.0,1,-18693.657906
-2.0,3,-18693.655024
-2.0,3,-18693.647559
-1.0,2,-18693.645649
-5.0,6,-18693.636897
-3.0,4,-18693.629692
-4.0,5,-18693.62096
-6.0,7,-18693.610923
-2.0,3,-18693.605997
-4.0,5,-18693.601438
-7.0,8,-18693.593504
-5.0,6,-18693.586937
-4.0,5,-18693.579393
-6.0,7,-18693.569158
-4.0,5,-18693.562765
-3.0,4,-18693.554932
-3.0,4,-18693.546547
-3.0,4,-18693.538264
-6.0,7,-18693.527184
-3.0,4,-18693.520981
-2.0,3,-18693.514407
-3.0,4,-18693.510634
-2.0,3,-18693.505887
-3.0,4,-18693.502194
-5.0,6,-18693.494966
-3.0,4,-18693.488293
-2.0,3,-18693.480712
-2.0,3,-18693.477882
-3.0,4,-18693.471772
-2.0,3,-18693.463997
-2.0,3,-18693.460484
-2.0,3,-18693.455676
-3.0,4,-18693.451914
-3.0,4,-18693.446766
-1.0,2,-18693.444725
-3.0,4,-18693.441173
-3.0,4,-18693.437633
-3.0,4,-18693.429483
-6.0,7,-18693.418696
-2.0,3,-18693.413961
-2.0,3,-18693.411136
0.0,1,-18693.407521
-2.0,3,-18693.404614
-2.0,3,-18693.397247
-1.0,2,-18693.395184
-9.0,10,-18693.38255
-2.0,3,-18693.371233
-2.0,3,-18693.363659
-1.0,2,-18693.36136
-3.0,4,-18693.354786
-2.0,3,-18693.34685
-1.0,2,-18693.344755
-2.0,3,-18693.338555
-1.0,2,-18693.336582
-3.0,4,-18693.329222
-3.0,4,-18693.321199
-4.0,5,-18693.311147
-4.0,5,-18693.303618
-2.0,3,-18693.297109
-5.0,6,-18693.291764
-2.0,3,-18693.279818
-6.0,7,-18693.273214
-1.0,2,-18693.264241
-2.0,3,-18693.261138
-3.0,4,-18693.254116
-4.0,5,-18693.244657
-3.0,4,-18693.237927
-2.0,3,-18693.230303
-2.0,3,-18693.227214
-4.0,5,-18693.220381
-2.0,3,-18693.213587
-2.0,3,-18693.21068
-1.0,2,-18693.206311
-2.0,3,-18693.203269
-2.0,3,-18693.19656
-2.0,3,-18693.193614
-3.0,4,-18693.187644
0.0,1,-18693.181697
-3.0,4,-18693.170329
-1.0,2,-18693.164067
-1.0,2,-18693.161993
-3.0,4,-18693.154359
-1.0,2,-18693.152499
-2.0,3,-18693.145272
0.0,1,-18693.144118
-4.0,5,-18693.136813
-1.0,2,-18693.130698
-1.0,2,-18693.128675
-4.0,5,-18693.119557
-2.0,3,-18693.113441
-3.0,4,-18693.109902
-6.0,7,-18693.101282
-3.0,4,-18693.096062
-2.0,3,-18693.093369
-2.0,3,-18693.090648
-2.0,3,-18693.087769
-6.0,7,-18693.076237
-2.0,3,-18693.071955
-2.0,3,-18693.069022
-2.0,3,-18693.063486
-1.0,2,-18693.061559
-1.0,2,-18693.055814
-2.0,3,-18693.053105
-2.0,3,-18693.046708
-2.0,3,-18693.044011
-3.0,4,-18693.037166
0.0,1,-18693.031214
-2.0,3,-18693.028377
-3.0,4,-18693.020581
-3.0,4,-18693.011593
-3.0,4,-18693.003649
-1.0,2,-18692.997094
-2.0,3,-18692.994148
-1.0,2,-18692.988467
-2.0,3,-18692.985741
-1.0,2,-18692.980514
-2.0,3,-18692.977682
-3.0,4,-18692.970649
0.0,1,-18692.969529
-3.0,4,-18692.966046
-4.0,5,-18692.960909
-1.0,2,-18692.955142
-3.0,4,-18692.95108
-2.0,3,-18692.945779
-1.0,2,-18692.943592
-3.0,4,-18692.936895
-1.0,2,-18692.929757
-4.0,5,-18692.925377
-2.0,3,-18692.920859
-1.0,2,-18692.918934
-2.0,3,-18692.912408
-2.0,3,-18692.909405
0.0,1,-18692.906248
-3.0,4,-18692.902573
-1.0,2,-18692.896725
-3.0,4,-18692.892699
-3.0,4,-18692.886526
-2.0,3,-18692.879233
-3.0,4,-18692.87553
-3.0,4,-18692.870049
-3.0,4,-18692.86183
-4.0,5,-18692.857176
-3.0,4,-18692.853336
-2.0,3,-18692.845616
-2.0,3,-18692.842539
-6.0,7,-18692.834191
-2.0,3,-18692.829134
0.0,1,-18692.827982
-3.0,4,-18692.81974
-5.0,6,-18692.809518
-2.0,3,-18692.804339
-1.0,2,-18692.802348
-3.0,4,-18692.794915
-2.0,3,-18692.78736
-3.0,4,-18692.783781
-3.0,4,-18692.778725
-3.0,4,-18692.77514
-2.0,3,-18692.771133
-3.0,4,-18692.767435
-1.0,2,-18692.763874
-2.0,3,-18692.761196
-2.0,3,-18692.754394
-2.0,3,-18692.751487
-1.0,2,-18692.746793
-3.0,4,-18692.743202
-3.0,4,-18692.736683
-3.0,4,-18692.728162
-2.0,3,-18692.72056
-2.0,3,-18692.717698
0.0,1,-18692.714246
-3.0,4,-18692.710702
-2.0,3,-18692.703981
-1.0,2,-18692.702039
-3.0,4,-18692.694759
-4.0,5,-18692.685853
-1.0,2,-18692.679918
-2.0,3,-18692.676984
-3.0,4,-18692.669757
-1.0,2,-18692.661983
-2.0,3,-18692.658936
-2.0,3,-18692.65295
-3.0,4,-18692.64946
-2.0,3,-18692.644891
-2.0,3,-18692.642149
-3.0,4,-18692.635134
-7.0,8,-18692.623807
-4.0,5,-18692.618157
0.0,1,-18692.61274
-3.0,4,-18692.609148
-3.0,4,-18692.601943
-2.0,3,-18692.594442
-3.0,4,-18692.590784
-2.0,3,-18692.586344
-2.0,3,-18692.583059
-2.0,3,-18692.578897
-2.0,3,-18692.570007
-3.0,4,-18692.566163
-2.0,3,-18692.562029
-2.0,3,-18692.558962
0.0,1,-18692.555332
-2.0,3,-18692.552509
-3.0,4,-18692.544111
-2.0,3,-18692.536452
-3.0,4,-18692.532583
-2.0,3,-18692.528463
-1.0,2,-18692.526552
-4.0,5,-18692.517963
-3.0,4,-18692.511031
-3.0,4,-18692.50751
-2.0,3,-18692.504728
-2.0,3,-18692.501928
-2.0,3,-18692.494937
-2.0,3,-18692.492125
-1.0,2,-18692.48737
-1.0,2,-18692.485397
-3.0,4,-18692.477378
-3.0,4,-18692.469118
-3.0,4,-18692.460639
-3.0,4,-18692.452371
-2.0,3,-18692.444832
-2.0,3,-18692.442085
-3.0,4,-18692.435635
-2.0,3,-18692.426982
-2.0,3,-18692.42428
-6.0,7,-18692.416083
0.0,1,-18692.412161
-1.0,2,-18692.410247
-2.0,3,-18692.407601
-3.0,4,-18692.401895
-5.0,6,-18692.396563
-2.0,3,-18692.385176
-2.0,3,-18692.382536
-2.0,3,-18692.37704
-1.0,2,-18692.374845
-3.0,4,-18692.367593
-2.0,3,-18692.360497
-4.0,5,-18692.355489
-3.0,4,-18692.3424
-3.0,4,-18692.333936
